243,187.375,389.711431
244,187.375,428.682574
245,187.375,467.653718
246,187.375,506.624861
247,187.375,545.596004
248,187.375,584.567147
249,187.375,623.53829
250,187.375,662.509433
251,187.375,701.480577
252,187.375,740.45172
253,187.375,779.422863
254,187.375,818.394006
255,221.125,-798.90843
256,221.125,-759.93729
257,221.125,-720.96614
258,221.125,-681.995
259,221.125,-643.02386
260,221.125,-604.05271
261,221.125,-565.08157
262,221.125,-526.11043
263,221.125,-487.13928
264,221.125,-448.16814
265,221.125,-409.197
266,221.125,-370.22586
267,221.125,-331.25471
268,221.125,-292.28357
269,221.125,-253.31243
270,221.125,-214.34128
271,221.125,-175.37014
272,221.125,-136.399
273,221.125,-97.427857
274,221.125,-58.456714
275,221.125,-19.485571
276,221.125,19.4855716
277,221.125,58.4567148
278,221.125,97.4278579
279,221.125,136.399001
280,221.125,175.370144
281,221.125,214.341287
282,221.125,253.31243
283,221.125,292.283573
284,221.125,331.254716
285,221.125,370.22586
286,221.125,409.197003
287,221.125,448.168146
288,221.125,487.139289
289,221.125,526.110432
290,221.125,565.081576
291,221.125,604.052719
292,221.125,643.023862
293,221.125,681.995005
294,221.125,720.966148
295,221.125,759.937291
296,221.125,798.908435
